Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class,confidence_score,pred_label
1.30782,1.55521,1.61527,0.64978,1.4862,1.16062,1.33376,1.33088,-2.31754,-1.74257,-1.75555,-1.41437,-0.696434,-1.39048,-1.3696,-1.50944,CALI,1,HOROZ
-0.842753,-0.797503,-0.815156,-0.81443,-0.462754,-0.184114,-0.835543,-0.879129,0.566452,-0.428556,-0.0117942,0.3793,0.789936,0.594291,0.343411,0.382667,DERMASON,1,DERMASON
-0.0907283,-0.00390761,-0.00543804,-0.103555,0.0824484,0.348684,-0.0931178,-0.0168833,-0.9993,0.127298,-0.199834,-0.185877,-0.0456239,-0.29917,-0.224565,0.618514,SIRA,1,SIRA
7.07302,4.86786,3.88966,6.41486,-0.0395145,0.244742,7.12927,5.33805,0.298806,-2.06027,-0.558762,-0.135428,-3.62863,-1.52822,-0.174921,-1.97869,BOMBAY,1,unknown
-0.335623,-0.453107,-0.594998,0.277067,-0.974914,-0.90553,-0.344875,-0.28402,1.19355,0.82158,1.1269,1.00256,-0.423757,0.7396,0.999854,0.556735,SEKER,1,SEKER
7.26149,4.82598,4.03693,6.34974,0.0945217,0.35857,7.18563,5.44594,0.839563,0.835884,-0.148067,-0.231586,-3.63399,-1.57627,-0.269364,-0.642218,BOMBAY,1,unknown
1.41017,1.35708,0.823256,1.95377,-0.395343,-0.107618,1.42227,1.42024,-0.0555989,-1.03313,-0.58555,0.318425,-1.74183,-0.517508,0.280986,0.890412,BARBUNYA,1,unknown
1.56566,1.72704,0.879999,2.22097,-0.494501,-0.22138,1.58449,1.55405,-0.590638,-1.36371,-1.61282,0.40472,-1.88539,-0.509424,0.369566,0.0142968,BARBUNYA,1,unknown
1.42029,1.31547,1.3542,1.23765,0.677316,0.76426,1.4406,1.42902,-0.485904,-1.44567,-0.365179,-0.79178,-1.16576,-1.12106,-0.804635,-1.81327,CALI,1,CALI
2.22151,2.47649,1.85231,1.91397,0.71485,0.786307,2.2488,2.09494,-1.3552,-1.6935,-2.47082,-0.762445,-1.70741,-1.25757,-0.777239,0.563746,BARBUNYA,1,unknown
-0.376416,-0.472427,-0.843524,0.658211,-1.51785,-2.11207,-0.379863,-0.329685,0.472056,0.354508,0.996527,1.77368,-0.774036,1.4647,1.85571,0.724212,SEKER,1,SEKER
7.55677,4.79582,3.07224,8.50418,-1.3379,-1.63821,7.5175,5.613,1.29212,-0.00158608,0.396103,1.47612,-4.19952,-0.908592,1.51973,-0.225065,BOMBAY,1,unknown
-0.790727,-0.865153,-0.869149,-0.544323,-0.759703,-0.567995,-0.791001,-0.815087,-0.261046,0.311018,0.836491,0.714982,0.470554,0.842696,0.693041,-0.026959,DERMASON,1,DERMASON
1.60297,1.82896,1.39409,1.42961,0.575603,0.702328,1.60282,1.58582,0.861499,-0.444354,-1.89001,-0.636026,-1.3844,-1.08251,-0.658371,0.828574,BARBUNYA,1,unknown
7.81926,5.39967,4.62357,6.35194,0.513758,0.663029,8.00778,5.75956,-0.984467,-4.66438,-0.983337,-0.695859,-3.58016,-1.76815,-0.714792,-3.545,BOMBAY,1,unknown
0.670428,0.944952,1.21159,-0.107486,1.72316,1.25153,0.663315,0.748799,0.993186,0.154842,-1.46855,-1.54881,-0.0132811,-1.32083,-1.48747,-0.198271,HOROZ,1,HOROZ
1.03889,0.97628,0.888105,1.10201,0.245961,0.476876,1.02242,1.0909,-0.807069,0.557776,-0.186778,-0.363106,-1.11107,-0.805686,-0.397324,-0.145549,BARBUNYA,1,CALI
-0.314339,-0.321409,-0.420946,0.00865698,-0.560604,-0.301672,-0.313631,-0.260332,-0.395275,-0.0261578,0.412108,0.499565,-0.164274,0.316837,0.46762,0.693815,SIRA,1,SIRA
1.47698,1.39925,1.12615,1.65622,0.119189,0.378553,1.48075,1.47802,0.744078,-0.620738,-0.542832,-0.258378,-1.49923,-0.859897,-0.295545,-0.748494,BARBUNYA,1,CALI
-0.130143,0.0407017,0.267852,-0.531463,0.853725,0.864334,-0.0989921,-0.0591016,-0.0405888,-2.44342,-0.654816,-0.941857,0.526289,-0.760462,-0.943704,-1.94443,HOROZ,1,unknown
1.80766,1.91689,1.08465,2.39519,-0.387965,-0.0994564,1.82753,1.75788,1.11739,-1.39996,-1.61366,0.266362,-1.97157,-0.651468,0.227838,-0.677878,BARBUNYA,1,unknown
1.00387,1.09614,0.672191,1.3451,-0.171501,0.123233,1.01203,1.05908,0.749886,-0.80444,-0.875363,0.0713179,-1.31776,-0.545633,0.0306852,0.643438,BARBUNYA,1,CALI
5.52443,3.86988,2.78574,5.96955,-0.652183,-0.419341,5.50609,4.41039,0.0525695,-0.282784,-0.0187675,0.56461,-3.5143,-1.10631,0.535289,-0.771237,BOMBAY,1,unknown
0.876236,1.148,1.37549,0.0765003,1.7476,1.26039,0.86982,0.941885,-1.8992,0.0461949,-1.57251,-1.55627,-0.21582,-1.36929,-1.49396,0.189793,HOROZ,1,HOROZ
-0.0208992,0.380428,0.611179,-0.810976,1.6563,1.22682,-0.0189463,0.057222,1.00712,-0.228198,-1.83218,-1.49062,0.788562,-1.10641,-1.43663,0.302109,HOROZ,1,HOROZ
-0.16798,-0.129041,-0.171407,-0.0168035,-0.21005,0.0858161,-0.169549,-0.0999029,0.684184,0.0966501,0.0980274,0.100982,-0.123289,-0.0629483,0.0604708,0.254361,SIRA,1,SIRA
1.33495,2.12322,0.682385,2.06574,-0.608571,-0.362334,1.40761,1.35467,-0.459378,-4.09313,-3.68437,0.544205,-1.79718,-0.358794,0.514023,0.304632,BARBUNYA,1,unknown
2.25534,2.33685,1.14955,3.12965,-0.722729,-0.515519,2.27759,2.12189,0.0496924,-1.4777,-1.90486,0.686692,-2.40343,-0.519494,0.663222,0.545218,BARBUNYA,1,unknown
1.34829,1.25581,1.16689,1.36238,0.371628,0.567635,1.34642,1.36634,0.0151704,-0.315591,-0.348187,-0.515186,-1.26832,-0.965085,-0.543535,-1.50123,CALI,1,CALI
-1.12989,-1.19262,-1.10773,-1.21421,-0.566052,-0.308457,-1.12564,-1.24724,0.368213,0.0319986,0.503124,0.504257,1.32765,0.973469,0.472489,0.637422,DERMASON,1,DERMASON
0.526237,0.907716,1.43838,-0.682348,2.71663,1.54969,0.515424,0.610295,0.964811,0.443239,-1.86987,-2.15533,0.617801,-1.5621,-2.00094,0.523655,HOROZ,1,HOROZ
1.46082,1.83634,1.08457,1.75436,0.00842236,0.286502,1.52006,1.46408,0.611335,-3.35868,-2.34531,-0.192205,-1.52237,-0.820352,-0.230777,-2.30916,BARBUNYA,1,unknown
0.85331,0.893204,0.497691,1.33261,-0.359433,-0.0682674,0.851487,0.920633,-0.966634,-0.213757,-0.514546,0.253034,-1.28895,-0.386027,0.214268,-0.0370967,BARBUNYA,1,unknown
0.352092,0.600853,0.421536,0.312913,0.29522,0.51321,0.369147,0.439208,0.0555581,-1.33005,-1.19903,-0.407939,-0.436167,-0.619383,-0.440622,-0.100951,BARBUNYA,1,SIRA
-0.452026,-0.587412,-0.832623,0.395675,-1.35136,-1.67057,-0.459005,-0.415267,-0.0660026,0.71,1.28085,1.53129,-0.54694,1.2993,1.58148,0.936467,SEKER,1,SEKER
-0.336739,-0.448182,-0.692693,0.458035,-1.21385,-1.35955,-0.344358,-0.285265,0.566141,0.68435,1.08718,1.33193,-0.600293,1.02607,1.35951,0.824777,SEKER,1,SEKER
0.831829,0.856003,0.762353,0.833918,0.300726,0.51721,0.832315,0.900663,-0.410014,-0.343312,-0.422221,-0.398569,-0.913848,-0.767489,-0.431587,0.446568,BARBUNYA,1,SIRA
0.88655,0.987521,1.01691,0.583432,0.812773,0.841887,0.87421,0.951425,-0.043123,0.385355,-0.825193,-0.856758,-0.688538,-1.03048,-0.865072,0.0762127,CALI,1,CALI
2.03423,1.88979,1.64257,1.96782,0.455909,0.625081,2.05282,1.94412,0.0545404,-1.33173,-0.838425,-0.589994,-1.68725,-1.14439,-0.614765,-1.45905,CALI,1,CALI
2.26093,2.31708,1.88573,1.93861,0.732199,0.796355,2.263,2.12633,-1.56969,-0.624779,-1.82006,-0.778826,-1.72148,-1.27152,-0.792546,0.495696,BARBUNYA,1,CALI
0.76673,0.791866,0.869876,0.555975,0.654952,0.750921,0.77015,0.839801,-1.41566,-0.503665,-0.374881,-0.730866,-0.65582,-0.932462,-0.747668,-0.189894,SIRA,1,SIRA
-0.412152,-0.414889,-0.786963,0.441093,-1.32142,-1.59919,-0.406781,-0.369979,-0.0753913,-0.386668,0.399744,1.4713,-0.571103,1.21084,1.51435,0.393643,SEKER,1,SEKER
-0.679184,-0.623229,-0.613339,-0.670671,-0.287827,0.00746001,-0.680551,-0.680258,-1.06871,0.347246,-0.00455029,0.181215,0.616663,0.305849,0.14139,0.167839,SIRA,1,DERMASON
-0.670184,-0.728953,-0.65005,-0.597054,-0.40296,-0.116088,-0.674999,-0.669521,0.320834,0.673638,0.75976,0.321191,0.507456,0.412156,0.283817,0.688222,DERMASON,1,DERMASON
1.2849,1.19498,0.968227,1.45854,0.0816071,0.347992,1.27922,1.31072,-0.906314,-0.104581,-0.296578,-0.184146,-1.40013,-0.771732,-0.222864,0.652293,BARBUNYA,1,CALI
0.055039,0.0180477,0.0364656,0.21188,-0.117236,0.174394,0.0473497,0.136838,0.774036,0.4565,0.448482,-0.000855148,-0.344844,-0.240943,-0.0414845,0.0588854,SIRA,1,SIRA
1.56349,2.02179,1.27531,1.58655,0.330111,0.538348,1.58094,1.5522,0.268856,-1.29666,-2.70319,-0.451462,-1.45718,-0.980973,-0.482499,-0.526795,BARBUNYA,1,unknown
1.66262,1.54183,1.4674,1.57636,0.547647,0.684722,1.62161,1.63635,1.63384,1.52221,-0.545137,-0.702793,-1.38858,-1.12745,-0.721311,-2.67868,CALI,1,unknown
0.657881,0.886723,0.98137,0.245069,1.07019,0.975787,0.660152,0.736856,-0.529633,-0.414909,-1.25752,-1.12526,-0.295565,-1.11022,-1.11117,-2.37699,HOROZ,1,HOROZ
0.969451,1.03111,0.561131,1.47258,-0.378947,-0.0895347,0.978592,1.02766,-0.0621962,-0.856734,-0.709051,0.283055,-1.39936,-0.405815,0.244855,0.271874,BARBUNYA,1,unknown
0.971159,1.24425,0.75701,1.14563,0.0631525,0.332737,0.988082,1.02922,0.22339,-1.2919,-1.63578,-0.173705,-1.16,-0.679666,-0.212605,0.367568,BARBUNYA,1,unknown
-0.215475,-0.172516,-0.145958,-0.178529,-0.0449166,0.239959,-0.215123,-0.151502,1.01486,-0.0367099,0.0869185,-0.0726136,0.0510674,-0.161238,-0.11282,0.126788,SIRA,1,SIRA
3.70021,2.97523,2.8525,2.99694,0.95652,0.918722,3.64089,3.20178,0.879812,1.33013,-0.648128,-0.989653,-2.30852,-1.55109,-0.98761,-0.554066,CALI,1,CALI
-1.17548,-1.28982,-1.14835,-1.298,-0.556172,-0.296171,-1.17341,-1.30819,0.95193,0.327659,0.844064,0.497949,1.44402,1.01636,0.465943,0.817064,DERMASON,1,DERMASON
0.67496,1.12851,1.40952,-0.299048,2.20552,1.41088,0.680615,0.753109,-2.71885,-0.623597,-2.22958,-1.89579,0.241428,-1.4799,-1.78488,-1.51466,HOROZ,1,HOROZ
0.704258,0.903379,0.0219687,1.8363,-1.17611,-1.28118,0.721219,0.780902,0.56583,-1.30566,-1.14988,1.27473,-1.65942,0.373889,1.29641,0.662827,SEKER,1,unknown
-0.212978,-0.376429,-0.638772,0.710208,-1.29903,-1.54718,-0.222999,-0.148779,0.110926,0.797587,1.38009,1.45252,-0.821907,1.04194,1.49338,0.831711,SEKER,1,SEKER
-0.72681,-0.383547,-0.321566,-1.23972,0.706777,0.7816,-0.702886,-0.737425,-0.659479,-2.08753,-1.72975,-0.787343,1.41858,-0.381079,-0.800497,-0.672885,DERMASON,1,unknown
-0.261852,-0.183735,-0.13763,-0.289568,0.0601565,0.330244,-0.256954,-0.202311,0.798291,-0.388959,-0.110685,-0.196481,0.197568,-0.223872,-0.234973,-0.585939,SIRA,1,SIRA
-1.24195,-1.38992,-1.30857,-1.21846,-0.880571,-0.750386,-1.23506,-1.39845,0.92596,-0.229922,1.02527,0.876682,1.34427,1.46607,0.864729,0.38062,DERMASON,1,DERMASON
8.94743,5.90121,5.04878,6.95699,0.528457,0.672486,8.87053,6.37015,0.940062,0.576422,-0.842248,-0.644613,-3.80041,-1.81213,-0.666486,-1.09208,BOMBAY,1,unknown
2.47048,2.8732,1.48435,2.96102,-0.318057,-0.0240761,2.5034,2.29132,0.962982,-1.89545,-3.12242,0.220424,-2.31316,-0.822149,0.181125,0.406804,BARBUNYA,1,unknown
-0.151755,-0.244815,-0.586457,0.785195,-1.27982,-1.5035,-0.15709,-0.0823736,0.751716,0.38617,0.894508,1.42037,-0.88037,0.970476,1.45758,0.676422,SEKER,1,SEKER
1.88872,2.01361,1.06887,2.54822,-0.490726,-0.216906,1.90099,1.825,0.935984,-1.05048,-1.74205,0.406368,-2.08327,-0.591948,0.371264,0.223817,BARBUNYA,1,unknown
-0.669527,-0.744219,-0.700811,-0.505396,-0.55009,-0.28865,-0.675064,-0.668738,-0.382763,0.74272,0.869862,0.48706,0.398614,0.548428,0.45465,0.680353,DERMASON,1,DERMASON
2.06589,2.03324,1.26615,2.56758,-0.306899,-0.0123634,2.07438,1.96981,0.482912,-0.887405,-1.30931,0.198865,-2.09023,-0.748766,0.159262,0.0648964,BARBUNYA,1,unknown
2.78625,2.67069,1.65294,3.32525,-0.358302,-0.0670433,2.81171,2.5341,0.678336,-1.56865,-1.72268,0.228051,-2.46702,-0.878404,0.188869,-0.88627,BARBUNYA,1,unknown
2.04789,2.46367,1.41357,2.27861,0.0144213,0.291643,2.08839,1.95522,-0.910248,-2.28932,-2.87167,-0.12855,-1.92655,-0.918057,-0.168136,0.255656,BARBUNYA,1,unknown
2.63234,2.62221,2.03243,2.37395,0.577825,0.703716,2.63412,2.41661,-1.05691,-0.646324,-1.93312,-0.6447,-1.99129,-1.27008,-0.666568,0.568128,BARBUNYA,1,unknown
1.03521,1.15393,0.912987,1.07195,0.297135,0.514603,1.06245,1.08756,0.493067,-1.85453,-1.0174,-0.422258,-1.07476,-0.837296,-0.454417,-0.574485,BARBUNYA,1,CALI
-1.10512,-1.13502,-0.895553,-1.48624,0.0367367,0.310609,-1.10415,-1.21443,0.986541,0.40223,0.288663,-0.149583,1.75649,0.371498,-0.188871,0.296258,DERMASON,1,DERMASON
-0.0933559,-0.104152,-0.226442,0.296823,-0.517914,-0.249394,-0.0822083,-0.019689,0.326934,-0.910032,0.365657,0.419627,-0.411175,0.129447,0.384929,-0.398198,SIRA,1,SIRA
-0.901612,-0.977462,-0.812015,-1.00258,-0.29404,0.00102978,-0.903453,-0.95251,0.331343,0.554285,0.794508,0.196794,1.03525,0.488323,0.157163,0.488725,DERMASON,1,DERMASON
-0.229467,-0.172391,-0.270125,0.00215711,-0.355852,-0.0643951,-0.225193,-0.166787,-0.816515,-0.347289,0.00682358,0.246156,-0.129173,0.0751562,0.20727,-0.143333,SIRA,1,SIRA
2.64193,2.85615,1.48866,3.29317,-0.492344,-0.218822,2.68228,2.42398,0.255363,-2.16253,-2.67275,0.404962,-2.47482,-0.758813,0.369815,0.109238,BARBUNYA,1,unknown
1.06661,1.21193,0.624029,1.59612,-0.38813,-0.0996388,1.08569,1.116,0.614369,-1.40559,-1.15747,0.281901,-1.47503,-0.437587,0.243678,-0.130105,BARBUNYA,1,unknown
0.337311,0.580212,0.217358,0.61162,-0.191256,0.104172,0.349523,0.424486,-0.654257,-1.00926,-1.16497,0.0681143,-0.703841,-0.314786,0.0274729,-0.223048,BARBUNYA,1,SIRA
-0.220401,-0.108593,-0.134951,-0.215257,0.00074921,0.279898,-0.217641,-0.15688,-1.18805,-0.228427,-0.311701,-0.1134,0.0842336,-0.18718,-0.153179,0.312182,SIRA,1,SIRA
1.01261,1.09072,0.242047,2.1388,-1.10412,-1.13903,1.01171,1.06703,1.0885,-0.301501,-0.818453,1.18316,-1.8579,0.176818,1.19596,0.88242,BARBUNYA,1,unknown
9.60835,6.40754,5.69569,6.79222,1.05404,0.96787,9.53917,6.71452,1.41528,0.34799,-1.3249,-1.07856,-3.75577,-1.96879,-1.06879,-1.01893,BOMBAY,1,unknown
-0.337528,-0.448638,-0.588664,0.249056,-0.948205,-0.860379,-0.347973,-0.286144,0.00936515,0.924005,1.08523,0.976879,-0.406887,0.719234,0.97218,0.856644,SEKER,1,SEKER
1.90245,1.92948,1.06167,2.56021,-0.504534,-0.233329,1.90261,1.83632,-0.409862,-0.500024,-1.38344,0.440238,-2.10636,-0.57596,0.406201,0.868138,BARBUNYA,1,unknown
10.0005,6.01419,4.76388,8.67236,-0.34995,-0.0580319,9.94263,6.91461,0.750928,0.107528,0.158974,0.225201,-4.22986,-1.58532,0.185975,-0.662942,BOMBAY,1,unknown
-1.00875,-1.0548,-0.944308,-1.10731,-0.404509,-0.117816,-1.00583,-1.08875,-0.269537,0.109798,0.501282,0.317513,1.18017,0.685232,0.280054,0.495715,DERMASON,1,DERMASON
-0.840389,-0.878552,-0.697601,-1.01429,-0.107928,0.182996,-0.843741,-0.876202,0.84828,0.663683,0.558917,0.00452176,1.04668,0.282108,-0.0361224,0.605051,DERMASON,1,DERMASON
2.75012,2.61219,1.57148,3.34075,-0.441138,-0.159202,2.77381,2.50666,0.575032,-1.50349,-1.60892,0.353667,-2.50342,-0.806839,0.317089,0.332511,BARBUNYA,1,unknown
-0.745269,-0.802545,-0.737874,-0.65515,-0.482089,-0.206713,-0.745943,-0.759741,-0.609064,0.321709,0.731104,0.400397,0.590427,0.533994,0.365114,0.35822,DERMASON,1,DERMASON
2.26014,2.13121,1.66231,2.26989,0.2728,0.496797,2.25184,2.12571,-0.734589,-0.183427,-1.1368,-0.369481,-1.9293,-1.07962,-0.403491,0.562386,BARBUNYA,1,CALI
-1.23473,-1.38535,-1.22003,-1.36527,-0.611441,-0.366031,-1.23332,-1.38856,0.863988,0.459062,1.05664,0.557881,1.55199,1.14033,0.528273,0.666196,DERMASON,1,DERMASON
-0.93807,-0.997148,-0.849862,-1.05988,-0.300653,-0.00584443,-0.940571,-0.998476,0.858362,0.65583,0.64998,0.21391,1.09988,0.533291,0.174516,0.848944,DERMASON,1,DERMASON
-0.830798,-0.887766,-1.20124,-0.0348403,-1.56777,-2.26163,-0.830378,-0.864345,0.992936,0.266001,0.696034,1.85655,-0.126772,1.99398,1.95056,0.901683,SEKER,1,SEKER
7.42059,4.85239,3.69564,7.13636,-0.470067,-0.192627,7.35385,5.53625,-0.842734,0.607539,0.0137465,0.360524,-3.85835,-1.36777,0.324125,-0.574251,BOMBAY,1,unknown
1.34481,1.43144,0.953772,1.75483,-0.132309,0.160356,1.41103,1.36329,-0.293636,-3.76605,-1.12822,-0.0686411,-1.50398,-0.722948,-0.108882,-2.971,BARBUNYA,1,unknown
1.96407,1.79097,0.880063,3.06606,-0.943598,-0.852694,1.96322,1.8869,1.18218,-0.462741,-0.646128,0.943704,-2.35619,-0.292839,0.936513,-0.0682893,BARBUNYA,1,unknown
-1.37629,-1.5081,-1.30342,-1.70421,-0.432256,-0.149072,-1.37017,-1.58613,-0.810415,-0.0501174,0.675728,0.350535,2.10509,1.10904,0.313877,0.573873,DERMASON,1,DERMASON
-1.11478,-1.10493,-0.848184,-1.59862,0.234099,0.467975,-1.11093,-1.2272,0.99262,0.0689453,-0.00873024,-0.33299,1.92745,0.228759,-0.368147,0.567497,DERMASON,1,DERMASON
6.5159,4.47202,3.53127,6.09752,-0.159451,0.134744,6.47141,5.0131,-0.877718,0.245897,-0.24003,0.0450424,-3.57173,-1.41701,0.00436197,0.143008,BOMBAY,1,unknown
0.807196,1.03326,0.25005,1.65755,-0.832319,-0.675495,0.822697,0.877693,-0.267318,-1.21602,-1.33313,0.814396,-1.52996,-0.000104122,0.798343,0.317941,BARBUNYA,1,unknown
-0.462734,-0.590179,-0.769291,0.236852,-1.17221,-1.27323,-0.470818,-0.427488,1.04735,0.815852,1.22854,1.27455,-0.39451,1.07212,1.29621,0.835381,SEKER,1,SEKER
-0.501163,-0.504882,-0.357149,-0.6022,0.0237983,0.299643,-0.508969,-0.471561,1.2242,0.82077,0.409664,-0.134626,0.525219,-0.0498965,-0.174129,0.375439,DERMASON,1,DERMASON
1.54674,1.46081,1.37883,1.47993,0.52122,0.667839,1.60224,1.53789,-0.015876,-3.13761,-0.576953,-0.677477,-1.32218,-1.0913,-0.697489,-2.59377,CALI,1,CALI
8.78853,5.95408,5.06942,6.7293,0.649037,0.747368,8.74865,6.28594,0.547145,-0.108435,-1.17661,-0.746711,-3.73829,-1.83546,-0.762516,-1.00029,BOMBAY,1,unknown
-0.232029,-0.185271,-0.103036,-0.297686,0.114905,0.375102,-0.238943,-0.169589,0.561996,0.558381,0.068267,-0.224846,0.173481,-0.258218,-0.26277,0.345432,SIRA,1,SIRA
0.800167,1.28825,0.32149,1.51638,-0.670916,-0.444392,0.827796,0.871126,-0.135507,-1.92148,-2.41755,0.612461,-1.42623,-0.134385,0.585289,0.122202,BARBUNYA,1,unknown
2.18427,2.60686,1.32591,2.67017,-0.307104,-0.012578,2.21201,2.06516,-0.550716,-1.71675,-2.98582,0.215871,-2.16291,-0.765423,0.176505,0.668878,BARBUNYA,1,unknown
1.45031,1.57864,1.20854,1.43299,0.366666,0.564169,1.45861,1.45501,-0.492186,-0.844432,-1.38784,-0.464034,-1.37087,-0.96206,-0.494566,0.268125,BARBUNYA,1,CALI
1.79827,1.93817,0.921649,2.62441,-0.677452,-0.453214,1.80745,1.75006,1.3074,-0.90612,-1.72175,0.624137,-2.12712,-0.441811,0.597518,0.25792,BARBUNYA,1,unknown
7.88141,5.32438,4.4315,6.51525,0.300627,0.517138,7.81709,5.794,-0.111845,0.48336,-0.691003,-0.415773,-3.69098,-1.68008,-0.448171,-0.207296,BOMBAY,1,unknown
2.44342,2.43384,1.47459,2.91368,-0.301023,-0.00622999,2.46641,2.27019,-0.704272,-1.49615,-1.75666,0.209625,-2.29491,-0.82242,0.170169,0.68013,BARBUNYA,1,unknown
1.85673,1.81489,1.0011,2.62711,-0.600985,-0.352601,1.87233,1.79858,-0.0427124,-1.20223,-1.06916,0.517993,-2.11448,-0.519575,0.486757,-0.303263,BARBUNYA,1,unknown
-0.68503,-0.826085,-1.0737,0.172393,-1.52523,-2.13362,-0.685263,-0.687244,0.705337,0.241259,1.33904,1.79101,-0.33486,1.76845,1.8755,0.915976,SEKER,1,SEKER
0.181362,0.41884,0.764933,-0.523921,1.5551,1.18802,0.167548,0.267131,-1.08255,0.826804,-1.08028,-1.45248,0.484371,-1.14775,-1.40316,-1.05967,HOROZ,1,HOROZ
0.381652,0.386585,0.12588,0.853439,-0.47165,-0.194474,0.388384,0.468555,-0.69829,-0.650583,0.0124733,0.389929,-0.928677,-0.117864,0.354341,0.404624,BARBUNYA,1,SIRA
1.5401,1.69058,0.961314,2.06426,-0.317991,-0.0240068,1.56699,1.53222,0.820401,-1.75768,-1.54941,0.184412,-1.76442,-0.630602,0.144626,-0.883522,BARBUNYA,1,unknown
-0.360454,-0.476217,-0.718082,0.451471,-1.24155,-1.41888,-0.369857,-0.311775,0.85828,0.852869,1.12335,1.36035,-0.583399,1.06941,1.39095,0.482561,SEKER,1,SEKER
0.960583,1.06047,0.374833,1.78372,-0.77052,-0.583628,0.967489,1.01954,-0.205991,-0.730522,-0.876229,0.739042,-1.61601,-0.109124,0.718453,0.347873,BARBUNYA,1,unknown
0.9056,1.04077,0.726851,1.15325,0.0230724,0.299026,0.913394,0.969014,0.296419,-0.775487,-0.994453,-0.205493,-1.08741,-0.678767,-0.243811,-2.26531,CALI,1,CALI
9.30656,5.87945,4.96796,7.46363,0.250212,0.480051,9.2481,6.55842,0.946797,0.188169,-0.333997,-0.371765,-3.94857,-1.74502,-0.4057,-0.321187,BOMBAY,1,unknown
1.20922,1.22035,0.614262,1.89974,-0.583377,-0.330213,1.20801,1.24379,0.944107,-0.323987,-0.683473,0.522978,-1.69889,-0.333085,0.491938,0.589733,BARBUNYA,1,unknown
3.16726,2.67842,2.02175,3.31722,-0.0154702,0.265839,3.15268,2.81841,0.790468,-0.0946241,-0.825806,-0.0874179,-2.4999,-1.09685,-0.127485,0.672403,BARBUNYA,1,unknown
1.57505,2.18878,0.977755,2.05033,-0.292435,0.00269337,1.60088,1.56206,0.724905,-1.7019,-3.23126,0.195168,-1.79249,-0.633513,0.155516,0.492322,BARBUNYA,1,unknown
-0.16082,-0.26531,-0.29198,0.192954,-0.527024,-0.260418,-0.174003,-0.0921612,-0.664169,1.01327,0.971095,0.463504,-0.35047,0.199185,0.430253,0.783393,SEKER,1,SIRA
2.43356,2.18589,2.1492,1.94116,1.0076,0.944752,2.44227,2.26249,-0.170074,-0.912826,-0.868094,-1.04863,-1.67483,-1.41639,-1.04153,-1.28225,CALI,1,CALI
8.81073,5.71297,4.58204,7.48962,-0.0162233,0.265182,8.7768,6.29774,-0.295835,-0.223344,-0.514389,-0.123381,-3.94908,-1.63679,-0.163035,-0.680552,BOMBAY,1,unknown
1.42226,1.31288,1.02309,1.66879,-0.00104445,0.27835,1.416,1.43073,-1.2754,-0.107558,-0.346665,-0.112724,-1.53635,-0.767328,-0.152511,0.27106,BARBUNYA,1,CALI
0.618138,0.830264,0.982316,0.108004,1.20106,1.03779,0.607154,0.69889,-0.899163,0.413818,-1.15894,-1.18751,-0.21257,-1.13163,-1.16739,-0.839647,HOROZ,1,HOROZ
-0.809383,-0.84032,-0.712041,-0.899736,-0.234123,0.0619802,-0.807656,-0.837965,-0.678918,0.118893,0.523485,0.137478,0.890718,0.366149,0.0972143,0.656198,DERMASON,1,DERMASON
8.75049,5.68613,4.80425,7.1207,0.288225,0.508111,8.72193,6.2657,1.03145,-0.321178,-0.519507,-0.440747,-3.83637,-1.7379,-0.472204,-1.58255,BOMBAY,1,unknown
2.39802,3.16211,1.72463,2.46621,0.209092,0.449012,2.48281,2.23464,-1.2541,-4.00573,-4.10694,-0.333952,-2.02135,-1.0872,-0.369081,-0.357072,BARBUNYA,1,unknown
-0.371884,-0.279947,-0.195195,-0.499132,0.163452,0.413699,-0.366565,-0.324594,0.476255,-0.393648,-0.181979,-0.285014,0.421644,-0.228659,-0.321516,-0.152877,SIRA,1,SIRA
-0.533482,-0.529646,-0.603346,-0.23194,-0.626231,-0.385201,-0.528399,-0.508888,0.402212,-0.324208,0.359765,0.530757,0.144712,0.485503,0.500027,-0.8877,SIRA,1,DERMASON
0.12697,0.433608,0.630562,-0.496299,1.33391,1.09699,0.132431,0.211351,-1.66699,-0.521042,-1.40211,-1.26903,0.416521,-1.03494,-1.24054,-0.103948,HOROZ,1,HOROZ
2.0247,1.67974,1.40631,2.27541,0.00905173,0.287042,2.03255,1.93637,-0.292608,-0.85694,0.0144475,-0.141702,-1.90676,-0.920056,-0.181106,-0.427151,CALI,1,CALI
1.14537,1.40553,1.66108,0.223611,1.96527,1.33544,1.13843,1.18684,0.989398,-0.00169139,-1.6949,-1.69803,-0.366087,-1.48487,-1.61657,0.358529,HOROZ,1,HOROZ
1.64429,1.89298,0.941536,2.28404,-0.468234,-0.190488,1.67157,1.62086,-0.64879,-1.76231,-2.00614,0.370873,-1.91961,-0.550292,0.334751,-0.134725,BARBUNYA,1,unknown
7.79082,5.17828,4.32914,6.63852,0.172925,0.421105,7.7719,5.74377,0.507373,-0.449325,-0.405424,-0.32974,-3.70346,-1.64541,-0.364995,-1.4847,BOMBAY,1,unknown
